t,has_det,top_conf,elapsed_s,state,trigger_event
9.875,1,0.799,0.000,DETECTING,0
9.963,1,0.758,0.088,DETECTING,0
10.026,1,0.773,0.151,DETECTING,0
10.085,1,0.763,0.209,DETECTING,0
10.133,1,0.788,0.258,DETECTING,0
10.184,1,0.788,0.309,DETECTING,0
10.231,1,0.774,0.356,DETECTING,0
10.274,1,0.833,0.399,DETECTING,0
10.317,1,0.810,0.442,DETECTING,0
10.360,1,0.825,0.485,DETECTING,0
10.401,1,0.830,0.526,DETECTING,0
10.443,1,0.805,0.568,DETECTING,0
10.485,1,0.813,0.610,DETECTING,0
10.526,1,0.781,0.651,DETECTING,0
10.567,1,0.787,0.692,DETECTING,0
10.609,1,0.787,0.734,DETECTING,0
10.652,1,0.798,0.777,DETECTING,0
10.693,1,0.750,0.818,DETECTING,0
10.736,1,0.778,0.861,DETECTING,0
10.778,1,0.763,0.903,DETECTING,0
10.820,1,0.814,0.945,DETECTING,0
10.863,1,0.757,0.988,DETECTING,0
10.907,1,0.807,1.032,DETECTING,0
10.950,1,0.789,1.075,DETECTING,0
10.993,1,0.789,1.118,DETECTING,0
11.035,1,0.808,1.160,DETECTING,0
11.077,1,0.840,1.202,DETECTING,0
11.118,1,0.833,1.243,DETECTING,0
11.160,1,0.803,1.285,DETECTING,0
11.201,1,0.776,1.326,DETECTING,0
11.243,1,0.819,1.368,DETECTING,0
11.291,1,0.844,1.416,DETECTING,0
11.333,1,0.841,1.458,DETECTING,0
11.374,1,0.831,1.499,DETECTING,0
11.416,1,0.792,1.541,DETECTING,0
11.456,1,0.811,1.581,DETECTING,0
11.500,1,0.825,1.624,DETECTING,0
11.541,1,0.845,1.666,DETECTING,0
11.582,1,0.860,1.707,DETECTING,0
11.623,1,0.824,1.748,DETECTING,0
11.664,1,0.793,1.789,DETECTING,0
11.704,1,0.808,1.829,DETECTING,0
11.745,1,0.835,1.870,DETECTING,0
11.790,1,0.863,1.915,DETECTING,0
11.831,1,0.844,1.956,DETECTING,0
11.873,1,0.741,1.997,DETECTING,0
11.914,1,0.762,2.039,TRIGGERED,1
11.961,1,0.828,0.000,DETECTING,0
12.004,1,0.681,0.043,DETECTING,0
12.047,1,0.661,0.086,DETECTING,0
12.088,1,0.804,0.127,DETECTING,0
12.131,1,0.805,0.170,DETECTING,0
12.173,1,0.771,0.212,DETECTING,0
12.216,1,0.781,0.254,DETECTING,0
12.257,1,0.660,0.296,DETECTING,0
12.300,1,0.653,0.338,DETECTING,0
12.341,1,0.614,0.380,DETECTING,0
12.383,1,0.651,0.422,DETECTING,0
12.424,1,0.834,0.463,DETECTING,0
12.466,1,0.791,0.505,DETECTING,0
12.507,1,0.768,0.546,DETECTING,0
12.558,1,0.676,0.597,DETECTING,0
12.601,1,0.662,0.640,DETECTING,0
12.642,1,0.727,0.681,DETECTING,0
12.683,1,0.697,0.722,DETECTING,0
12.724,1,0.582,0.762,DETECTING,0
12.764,1,0.615,0.803,DETECTING,0
12.806,1,0.603,0.845,DETECTING,0
12.848,1,0.580,0.887,DETECTING,0
12.891,1,0.770,0.930,DETECTING,0
12.932,1,0.790,0.971,DETECTING,0
12.973,1,0.783,1.012,DETECTING,0
13.014,1,0.740,1.053,DETECTING,0
13.055,1,0.746,1.094,DETECTING,0
13.095,1,0.771,1.134,DETECTING,0
13.136,1,0.643,1.175,DETECTING,0
13.177,1,0.701,1.216,DETECTING,0
13.220,1,0.682,1.259,DETECTING,0
13.262,1,0.585,1.301,DETECTING,0
13.305,1,0.672,1.344,DETECTING,0
13.347,1,0.670,1.386,DETECTING,0
13.389,1,0.697,1.428,DETECTING,0
13.432,1,0.651,1.471,DETECTING,0
13.474,1,0.743,1.513,DETECTING,0
13.515,1,0.731,1.554,DETECTING,0
13.557,1,0.733,1.596,DETECTING,0
13.598,1,0.757,1.637,DETECTING,0
13.639,1,0.758,1.678,DETECTING,0
13.681,1,0.809,1.720,DETECTING,0
13.722,1,0.666,1.761,DETECTING,0
13.763,1,0.672,1.802,DETECTING,0
13.812,1,0.716,1.851,DETECTING,0
13.854,1,0.739,1.893,DETECTING,0
13.895,1,0.794,1.934,DETECTING,0
13.936,1,0.776,1.975,DETECTING,0
13.978,1,0.720,2.017,COOLDOWN,0
14.020,1,0.688,2.059,COOLDOWN,0
14.060,1,0.670,2.099,COOLDOWN,0
14.102,1,0.727,2.141,COOLDOWN,0
14.144,1,0.780,2.183,COOLDOWN,0
14.186,1,0.713,2.225,COOLDOWN,0
14.227,1,0.754,2.266,COOLDOWN,0
14.269,1,0.678,2.307,COOLDOWN,0
14.311,1,0.725,2.350,COOLDOWN,0
14.356,1,0.771,2.394,COOLDOWN,0
14.398,1,0.759,2.437,COOLDOWN,0
14.440,1,0.650,2.479,COOLDOWN,0
14.482,1,0.736,2.521,COOLDOWN,0
14.526,1,0.662,2.565,COOLDOWN,0
14.568,1,0.669,2.607,COOLDOWN,0
14.612,1,0.628,2.651,COOLDOWN,0
14.654,1,0.706,2.693,COOLDOWN,0
14.695,1,0.710,2.734,COOLDOWN,0
14.737,1,0.658,2.776,COOLDOWN,0
14.780,1,0.595,2.819,COOLDOWN,0
14.823,1,0.567,2.861,COOLDOWN,0
14.866,1,0.638,2.905,COOLDOWN,0
14.908,1,0.536,2.947,COOLDOWN,0
14.950,1,0.547,2.989,COOLDOWN,0
14.993,1,0.552,3.032,COOLDOWN,0
15.035,1,0.696,3.074,COOLDOWN,0
15.084,1,0.624,3.123,COOLDOWN,0
15.127,1,0.603,3.166,COOLDOWN,0
15.168,1,0.736,3.207,COOLDOWN,0
15.213,1,0.766,3.252,COOLDOWN,0
15.256,1,0.706,3.295,COOLDOWN,0
15.300,1,0.831,3.339,COOLDOWN,0
15.343,1,0.741,3.382,COOLDOWN,0
15.389,1,0.714,3.427,COOLDOWN,0
15.431,1,0.724,3.470,COOLDOWN,0
15.473,1,0.686,3.511,COOLDOWN,0
15.515,1,0.773,3.554,COOLDOWN,0
15.556,1,0.727,3.595,COOLDOWN,0
15.602,1,0.792,3.640,COOLDOWN,0
15.648,1,0.768,3.687,COOLDOWN,0
15.693,1,0.807,3.732,COOLDOWN,0
15.735,1,0.784,3.774,COOLDOWN,0
15.777,1,0.707,3.816,COOLDOWN,0
15.818,1,0.728,3.857,COOLDOWN,0
15.859,1,0.670,3.898,COOLDOWN,0
15.903,1,0.758,3.942,COOLDOWN,0
15.945,1,0.690,3.984,COOLDOWN,0
15.988,1,0.689,4.026,COOLDOWN,0
16.029,1,0.739,4.068,COOLDOWN,0
16.070,1,0.626,4.109,COOLDOWN,0
16.112,1,0.621,4.151,COOLDOWN,0
16.153,1,0.603,4.192,COOLDOWN,0
16.198,1,0.627,4.237,COOLDOWN,0
16.242,1,0.657,4.281,COOLDOWN,0
16.284,1,0.749,4.323,COOLDOWN,0
16.325,1,0.738,4.364,COOLDOWN,0
16.372,1,0.655,4.411,COOLDOWN,0
16.414,1,0.736,4.453,COOLDOWN,0
16.455,1,0.661,4.494,COOLDOWN,0
16.496,1,0.714,4.535,COOLDOWN,0
16.537,1,0.817,4.576,COOLDOWN,0
16.578,1,0.721,4.617,COOLDOWN,0
16.618,1,0.591,4.657,COOLDOWN,0
16.658,1,0.568,4.697,COOLDOWN,0
16.700,1,0.529,4.739,COOLDOWN,0
16.740,0,0.000,0.000,COOLDOWN,0
16.779,1,0.621,0.000,DETECTING,0
16.819,1,0.535,0.040,DETECTING,0
16.859,1,0.782,0.080,DETECTING,0
16.899,1,0.686,0.120,DETECTING,0
16.939,1,0.697,0.160,DETECTING,0
16.979,1,0.720,0.200,DETECTING,0
17.019,1,0.596,0.240,DETECTING,0
17.059,1,0.840,0.280,DETECTING,0
17.099,1,0.610,0.320,DETECTING,0
17.138,1,0.475,0.359,DETECTING,0
17.178,1,0.514,0.399,DETECTING,0
17.218,1,0.689,0.439,DETECTING,0
17.259,1,0.655,0.479,DETECTING,0
17.299,1,0.662,0.520,DETECTING,0
17.338,1,0.637,0.559,DETECTING,0
17.379,1,0.861,0.600,DETECTING,0
17.419,1,0.854,0.640,DETECTING,0
17.460,1,0.844,0.681,DETECTING,0
17.501,1,0.740,0.721,DETECTING,0
17.541,1,0.798,0.762,DETECTING,0
17.588,1,0.802,0.809,DETECTING,0
17.628,1,0.713,0.849,DETECTING,0
17.670,1,0.717,0.891,DETECTING,0
17.710,1,0.765,0.931,DETECTING,0
17.751,1,0.854,0.972,DETECTING,0
17.793,1,0.864,1.014,DETECTING,0
17.833,1,0.863,1.054,DETECTING,0
17.874,1,0.851,1.095,DETECTING,0
17.914,1,0.853,1.135,DETECTING,0
17.955,1,0.683,1.176,DETECTING,0
17.995,1,0.779,1.216,DETECTING,0
18.036,1,0.811,1.257,DETECTING,0
18.078,1,0.799,1.299,DETECTING,0
18.119,1,0.705,1.340,DETECTING,0
18.160,1,0.700,1.381,DETECTING,0
18.200,1,0.590,1.421,DETECTING,0
18.240,1,0.524,1.461,DETECTING,0
18.280,1,0.743,1.501,DETECTING,0
18.320,1,0.617,1.541,DETECTING,0
18.360,1,0.618,1.581,DETECTING,0
18.399,0,0.000,0.000,IDLE,0
18.438,1,0.634,0.000,DETECTING,0
18.478,1,0.507,0.040,DETECTING,0
18.518,1,0.637,0.080,DETECTING,0
18.558,1,0.638,0.120,DETECTING,0
18.599,1,0.617,0.161,DETECTING,0
18.640,1,0.654,0.201,DETECTING,0
18.680,1,0.568,0.242,DETECTING,0
18.720,1,0.660,0.282,DETECTING,0
18.760,1,0.612,0.322,DETECTING,0
18.808,1,0.612,0.369,DETECTING,0
18.848,1,0.490,0.410,DETECTING,0
18.888,1,0.578,0.450,DETECTING,0
18.928,1,0.687,0.490,DETECTING,0
18.968,1,0.601,0.530,DETECTING,0
19.010,1,0.688,0.571,DETECTING,0
19.052,1,0.815,0.614,DETECTING,0
19.094,1,0.616,0.656,DETECTING,0
19.136,1,0.661,0.698,DETECTING,0
19.178,1,0.617,0.739,DETECTING,0
19.219,1,0.612,0.780,DETECTING,0
19.259,1,0.513,0.820,DETECTING,0
19.299,1,0.563,0.860,DETECTING,0
19.338,1,0.520,0.900,DETECTING,0
19.380,1,0.567,0.941,DETECTING,0
19.421,1,0.553,0.982,DETECTING,0
19.463,1,0.790,1.024,DETECTING,0
19.505,1,0.855,1.067,DETECTING,0
19.545,1,0.732,1.107,DETECTING,0
19.583,0,0.000,0.000,IDLE,0
19.619,0,0.000,0.000,IDLE,0
19.656,0,0.000,0.000,IDLE,0
19.692,0,0.000,0.000,IDLE,0
19.728,0,0.000,0.000,IDLE,0
19.764,0,0.000,0.000,IDLE,0
19.801,0,0.000,0.000,IDLE,0
19.838,0,0.000,0.000,IDLE,0
19.876,1,0.518,0.000,DETECTING,0
19.914,0,0.000,0.000,IDLE,0
19.953,1,0.757,0.000,DETECTING,0
19.997,1,0.801,0.043,DETECTING,0
20.036,1,0.456,0.083,DETECTING,0
20.076,1,0.547,0.122,DETECTING,0
20.114,0,0.000,0.000,IDLE,0
20.152,0,0.000,0.000,IDLE,0
20.189,0,0.000,0.000,IDLE,0
20.225,0,0.000,0.000,IDLE,0
20.261,0,0.000,0.000,IDLE,0
20.299,1,0.570,0.000,DETECTING,0
20.336,0,0.000,0.000,IDLE,0
20.372,0,0.000,0.000,IDLE,0
20.409,0,0.000,0.000,IDLE,0
20.445,0,0.000,0.000,IDLE,0
20.484,1,0.579,0.000,DETECTING,0
20.521,0,0.000,0.000,IDLE,0
20.558,0,0.000,0.000,IDLE,0
20.594,0,0.000,0.000,IDLE,0
20.631,0,0.000,0.000,IDLE,0
20.669,1,0.495,0.000,DETECTING,0
20.706,0,0.000,0.000,IDLE,0
20.742,0,0.000,0.000,IDLE,0
20.778,0,0.000,0.000,IDLE,0
20.815,0,0.000,0.000,IDLE,0
20.853,1,0.482,0.000,DETECTING,0
20.892,0,0.000,0.000,IDLE,0
20.933,1,0.681,0.000,DETECTING,0
20.974,1,0.925,0.041,DETECTING,0
21.013,1,0.894,0.081,DETECTING,0
21.053,1,0.902,0.120,DETECTING,0
21.092,1,0.915,0.160,DETECTING,0
21.136,1,0.460,0.204,DETECTING,0
21.177,1,0.569,0.244,DETECTING,0
21.216,1,0.768,0.283,DETECTING,0
21.253,0,0.000,0.000,IDLE,0
21.292,1,0.701,0.000,DETECTING,0
21.331,1,0.874,0.039,DETECTING,0
21.371,1,0.889,0.079,DETECTING,0
21.410,1,0.880,0.118,DETECTING,0
21.450,1,0.898,0.157,DETECTING,0
21.490,1,0.898,0.198,DETECTING,0
21.529,1,0.912,0.237,DETECTING,0
21.569,1,0.876,0.277,DETECTING,0
21.608,1,0.919,0.316,DETECTING,0
21.649,1,0.930,0.357,DETECTING,0
21.688,1,0.918,0.396,DETECTING,0
21.728,1,0.923,0.436,DETECTING,0
21.767,1,0.903,0.475,DETECTING,0
21.806,1,0.858,0.514,DETECTING,0
21.845,1,0.839,0.553,DETECTING,0
21.885,1,0.710,0.593,DETECTING,0
21.925,1,0.650,0.633,DETECTING,0
21.964,1,0.867,0.672,DETECTING,0
22.005,1,0.886,0.713,DETECTING,0
22.045,1,0.900,0.753,DETECTING,0
22.085,1,0.875,0.793,DETECTING,0
22.125,1,0.816,0.833,DETECTING,0
22.165,1,0.866,0.873,DETECTING,0
22.205,1,0.807,0.913,DETECTING,0
22.245,1,0.810,0.953,DETECTING,0
22.285,1,0.835,0.993,DETECTING,0
22.329,1,0.771,1.037,DETECTING,0
22.368,1,0.780,1.076,DETECTING,0
22.407,1,0.844,1.115,DETECTING,0
22.446,1,0.848,1.154,DETECTING,0
22.485,1,0.835,1.193,DETECTING,0
22.525,1,0.871,1.233,DETECTING,0
22.564,1,0.855,1.272,DETECTING,0
22.604,1,0.859,1.312,DETECTING,0
22.643,1,0.874,1.351,DETECTING,0
22.682,1,0.899,1.390,DETECTING,0
22.721,1,0.901,1.429,DETECTING,0
22.761,1,0.893,1.469,DETECTING,0
22.801,1,0.894,1.509,DETECTING,0
22.841,1,0.920,1.549,DETECTING,0
22.880,1,0.911,1.588,DETECTING,0
22.919,1,0.901,1.627,DETECTING,0
22.958,1,0.894,1.666,DETECTING,0
22.998,1,0.905,1.706,DETECTING,0
23.037,1,0.901,1.745,DETECTING,0
23.076,1,0.906,1.784,DETECTING,0
23.115,1,0.860,1.823,DETECTING,0
23.155,1,0.875,1.863,DETECTING,0
23.195,1,0.875,1.903,DETECTING,0
23.235,1,0.897,1.943,DETECTING,0
23.275,1,0.862,1.982,DETECTING,0
23.314,1,0.887,2.022,TRIGGERED,1
23.362,1,0.899,0.000,DETECTING,0
23.401,1,0.865,0.040,DETECTING,0
23.441,1,0.891,0.080,DETECTING,0
23.480,1,0.851,0.119,DETECTING,0
23.525,1,0.876,0.163,DETECTING,0
23.565,1,0.883,0.203,DETECTING,0
23.605,1,0.888,0.243,DETECTING,0
23.644,1,0.831,0.282,DETECTING,0
23.684,1,0.855,0.322,DETECTING,0
23.723,1,0.879,0.361,DETECTING,0
23.762,1,0.876,0.400,DETECTING,0
23.802,1,0.842,0.440,DETECTING,0
23.841,1,0.862,0.480,DETECTING,0
23.881,1,0.834,0.520,DETECTING,0
23.921,1,0.859,0.559,DETECTING,0
23.960,1,0.885,0.599,DETECTING,0
24.000,1,0.860,0.639,DETECTING,0
24.039,1,0.863,0.678,DETECTING,0
24.080,1,0.893,0.718,DETECTING,0
24.119,1,0.880,0.757,DETECTING,0
24.159,1,0.865,0.797,DETECTING,0
24.198,1,0.880,0.836,DETECTING,0
24.238,1,0.883,0.876,DETECTING,0
24.278,1,0.875,0.917,DETECTING,0
24.319,1,0.873,0.957,DETECTING,0
24.358,1,0.873,0.997,DETECTING,0
24.398,1,0.834,1.036,DETECTING,0
24.437,1,0.832,1.076,DETECTING,0
24.477,1,0.853,1.116,DETECTING,0
24.517,1,0.871,1.155,DETECTING,0
24.557,1,0.861,1.196,DETECTING,0
24.597,1,0.835,1.236,DETECTING,0
24.637,1,0.825,1.275,DETECTING,0
24.676,1,0.862,1.315,DETECTING,0
24.721,1,0.832,1.359,DETECTING,0
24.760,1,0.871,1.398,DETECTING,0
24.799,1,0.842,1.437,DETECTING,0
24.838,1,0.871,1.476,DETECTING,0
24.877,1,0.842,1.516,DETECTING,0
24.917,1,0.866,1.556,DETECTING,0
24.957,1,0.847,1.596,DETECTING,0
24.996,1,0.818,1.635,DETECTING,0
25.036,1,0.864,1.674,DETECTING,0
25.075,1,0.849,1.713,DETECTING,0
25.115,1,0.819,1.754,DETECTING,0
25.155,1,0.869,1.793,DETECTING,0
25.195,1,0.845,1.833,DETECTING,0
25.234,1,0.821,1.872,DETECTING,0
25.273,1,0.833,1.911,DETECTING,0
25.316,1,0.833,1.954,DETECTING,0
25.354,1,0.825,1.993,DETECTING,0
25.394,1,0.852,2.033,COOLDOWN,0
25.434,1,0.856,2.073,COOLDOWN,0
25.474,1,0.875,2.113,COOLDOWN,0
25.513,1,0.859,2.152,COOLDOWN,0
25.553,1,0.835,2.192,COOLDOWN,0
25.592,1,0.855,2.231,COOLDOWN,0
25.631,1,0.810,2.270,COOLDOWN,0
25.671,1,0.881,2.309,COOLDOWN,0
25.710,1,0.852,2.349,COOLDOWN,0
25.750,1,0.853,2.388,COOLDOWN,0
25.790,1,0.886,2.428,COOLDOWN,0
25.830,1,0.854,2.468,COOLDOWN,0
25.869,1,0.865,2.508,COOLDOWN,0
25.914,1,0.857,2.553,COOLDOWN,0
25.956,1,0.835,2.594,COOLDOWN,0
25.996,1,0.864,2.635,COOLDOWN,0
26.035,1,0.894,2.674,COOLDOWN,0
26.074,1,0.861,2.713,COOLDOWN,0
26.113,1,0.852,2.751,COOLDOWN,0
26.151,1,0.872,2.790,COOLDOWN,0
26.191,1,0.847,2.829,COOLDOWN,0
26.230,1,0.893,2.869,COOLDOWN,0
26.269,1,0.870,2.908,COOLDOWN,0
26.309,1,0.844,2.948,COOLDOWN,0
26.349,1,0.864,2.987,COOLDOWN,0
26.388,1,0.893,3.026,COOLDOWN,0
26.427,1,0.892,3.065,COOLDOWN,0
26.466,1,0.859,3.105,COOLDOWN,0
26.505,1,0.841,3.144,COOLDOWN,0
26.545,1,0.895,3.183,COOLDOWN,0
26.583,1,0.870,3.222,COOLDOWN,0
26.622,1,0.864,3.261,COOLDOWN,0
26.661,1,0.865,3.300,COOLDOWN,0
26.702,1,0.885,3.340,COOLDOWN,0
26.741,1,0.857,3.379,COOLDOWN,0
26.779,1,0.875,3.418,COOLDOWN,0
26.819,1,0.865,3.457,COOLDOWN,0
26.858,1,0.880,3.496,COOLDOWN,0
26.899,1,0.880,3.538,COOLDOWN,0
26.938,1,0.852,3.577,COOLDOWN,0
26.977,1,0.868,3.616,COOLDOWN,0
27.017,1,0.859,3.656,COOLDOWN,0
27.056,1,0.892,3.695,COOLDOWN,0
27.101,1,0.878,3.739,COOLDOWN,0
27.140,1,0.851,3.779,COOLDOWN,0
27.179,1,0.880,3.818,COOLDOWN,0
27.218,1,0.831,3.857,COOLDOWN,0
27.258,1,0.825,3.896,COOLDOWN,0
27.297,1,0.858,3.936,COOLDOWN,0
27.336,1,0.864,3.975,COOLDOWN,0
27.376,1,0.852,4.014,COOLDOWN,0
27.415,1,0.879,4.053,COOLDOWN,0
27.454,1,0.801,4.092,COOLDOWN,0
27.493,1,0.837,4.132,COOLDOWN,0
27.532,1,0.857,4.170,COOLDOWN,0
27.571,1,0.841,4.210,COOLDOWN,0
27.610,1,0.862,4.249,COOLDOWN,0
27.650,1,0.882,4.288,COOLDOWN,0
27.689,1,0.873,4.327,COOLDOWN,0
27.728,1,0.871,4.367,COOLDOWN,0
27.767,1,0.873,4.406,COOLDOWN,0
27.807,1,0.865,4.445,COOLDOWN,0
27.846,1,0.855,4.484,COOLDOWN,0
27.886,1,0.852,4.524,COOLDOWN,0
27.925,1,0.893,4.564,COOLDOWN,0
27.965,1,0.894,4.603,COOLDOWN,0
28.004,1,0.864,4.642,COOLDOWN,0
28.043,1,0.860,4.681,COOLDOWN,0
28.082,1,0.888,4.720,COOLDOWN,0
28.122,1,0.876,4.760,COOLDOWN,0
28.161,1,0.888,4.800,COOLDOWN,0
28.201,1,0.844,4.839,COOLDOWN,0
28.240,1,0.870,4.879,COOLDOWN,0
28.286,1,0.871,4.924,COOLDOWN,0
28.334,1,0.862,4.972,TRIGGERED,1
28.394,1,0.886,0.000,DETECTING,0
28.439,1,0.849,0.045,DETECTING,0
28.480,1,0.884,0.086,DETECTING,0
28.526,1,0.852,0.132,DETECTING,0
28.575,1,0.900,0.181,DETECTING,0
28.619,1,0.880,0.225,DETECTING,0
28.663,1,0.851,0.269,DETECTING,0
28.708,1,0.868,0.315,DETECTING,0
28.752,1,0.872,0.358,DETECTING,0
28.794,1,0.840,0.400,DETECTING,0
28.837,1,0.866,0.443,DETECTING,0
28.878,1,0.861,0.484,DETECTING,0
28.923,1,0.833,0.529,DETECTING,0
28.969,1,0.843,0.575,DETECTING,0
29.024,1,0.724,0.630,DETECTING,0
29.071,1,0.463,0.677,DETECTING,0
29.110,0,0.000,0.000,COOLDOWN,0
29.152,1,0.530,0.000,DETECTING,0
29.194,1,0.565,0.042,DETECTING,0
29.238,1,0.576,0.086,DETECTING,0
29.280,1,0.585,0.128,DETECTING,0
29.321,1,0.474,0.169,DETECTING,0
29.362,1,0.496,0.210,DETECTING,0
29.403,1,0.455,0.251,DETECTING,0
29.443,1,0.533,0.291,DETECTING,0
29.485,1,0.615,0.333,DETECTING,0
29.527,1,0.499,0.375,DETECTING,0
29.567,1,0.466,0.415,DETECTING,0
29.610,0,0.000,0.000,COOLDOWN,0
29.647,0,0.000,0.000,COOLDOWN,0
29.683,0,0.000,0.000,COOLDOWN,0
29.720,0,0.000,0.000,COOLDOWN,0
29.759,1,0.723,0.000,DETECTING,0
29.799,1,0.640,0.040,DETECTING,0
29.838,1,0.666,0.079,DETECTING,0
29.877,1,0.696,0.118,DETECTING,0
29.917,1,0.570,0.158,DETECTING,0
29.957,1,0.591,0.198,DETECTING,0
29.996,1,0.590,0.237,DETECTING,0
30.035,1,0.473,0.276,DETECTING,0
30.072,0,0.000,0.000,COOLDOWN,0
30.110,1,0.483,0.000,DETECTING,0
30.150,1,0.456,0.039,DETECTING,0
30.189,1,0.457,0.079,DETECTING,0
30.228,1,0.456,0.118,DETECTING,0
30.265,0,0.000,0.000,COOLDOWN,0
30.305,1,0.483,0.000,DETECTING,0
30.342,0,0.000,0.000,COOLDOWN,0
30.380,1,0.478,0.000,DETECTING,0
30.419,1,0.605,0.039,DETECTING,0
30.456,0,0.000,0.000,COOLDOWN,0
30.493,0,0.000,0.000,COOLDOWN,0
30.532,1,0.643,0.000,DETECTING,0
30.571,1,0.639,0.040,DETECTING,0
30.611,1,0.669,0.079,DETECTING,0
30.650,1,0.728,0.119,DETECTING,0
30.690,1,0.757,0.158,DETECTING,0
30.729,1,0.734,0.198,DETECTING,0
30.774,1,0.607,0.242,DETECTING,0
30.810,0,0.000,0.000,COOLDOWN,0
30.849,1,0.519,0.000,DETECTING,0
30.889,1,0.587,0.040,DETECTING,0
30.926,0,0.000,0.000,COOLDOWN,0
30.963,0,0.000,0.000,COOLDOWN,0
31.001,0,0.000,0.000,COOLDOWN,0
31.037,0,0.000,0.000,COOLDOWN,0
31.074,0,0.000,0.000,COOLDOWN,0
31.110,0,0.000,0.000,COOLDOWN,0
31.146,0,0.000,0.000,COOLDOWN,0
31.183,0,0.000,0.000,COOLDOWN,0
31.219,0,0.000,0.000,COOLDOWN,0
31.255,0,0.000,0.000,COOLDOWN,0
31.293,0,0.000,0.000,COOLDOWN,0
31.332,0,0.000,0.000,COOLDOWN,0
31.368,0,0.000,0.000,COOLDOWN,0
31.404,0,0.000,0.000,COOLDOWN,0
31.440,0,0.000,0.000,COOLDOWN,0
31.477,0,0.000,0.000,COOLDOWN,0
31.515,0,0.000,0.000,COOLDOWN,0
31.551,0,0.000,0.000,COOLDOWN,0
31.587,0,0.000,0.000,COOLDOWN,0
31.623,0,0.000,0.000,COOLDOWN,0
31.659,0,0.000,0.000,COOLDOWN,0
31.695,0,0.000,0.000,COOLDOWN,0
31.731,0,0.000,0.000,COOLDOWN,0
31.767,0,0.000,0.000,COOLDOWN,0
31.806,0,0.000,0.000,COOLDOWN,0
31.843,0,0.000,0.000,COOLDOWN,0
31.887,0,0.000,0.000,COOLDOWN,0
31.925,0,0.000,0.000,COOLDOWN,0
31.961,0,0.000,0.000,COOLDOWN,0
31.998,0,0.000,0.000,COOLDOWN,0
32.034,0,0.000,0.000,COOLDOWN,0
32.070,0,0.000,0.000,COOLDOWN,0
32.108,1,0.533,0.000,DETECTING,0
32.145,0,0.000,0.000,COOLDOWN,0
32.181,0,0.000,0.000,COOLDOWN,0
32.217,0,0.000,0.000,COOLDOWN,0
32.253,0,0.000,0.000,COOLDOWN,0
32.289,0,0.000,0.000,COOLDOWN,0
32.325,0,0.000,0.000,COOLDOWN,0
32.361,0,0.000,0.000,COOLDOWN,0
32.397,0,0.000,0.000,COOLDOWN,0
32.436,1,0.477,0.000,DETECTING,0
32.475,1,0.526,0.039,DETECTING,0
32.511,0,0.000,0.000,COOLDOWN,0
32.547,0,0.000,0.000,COOLDOWN,0
32.583,0,0.000,0.000,COOLDOWN,0
32.619,0,0.000,0.000,COOLDOWN,0
32.655,0,0.000,0.000,COOLDOWN,0
32.691,0,0.000,0.000,COOLDOWN,0
32.727,0,0.000,0.000,COOLDOWN,0
32.763,0,0.000,0.000,COOLDOWN,0
32.801,0,0.000,0.000,COOLDOWN,0
32.837,0,0.000,0.000,COOLDOWN,0
32.873,0,0.000,0.000,COOLDOWN,0
32.908,0,0.000,0.000,COOLDOWN,0
32.944,0,0.000,0.000,COOLDOWN,0
32.986,0,0.000,0.000,COOLDOWN,0
33.023,0,0.000,0.000,COOLDOWN,0
33.059,0,0.000,0.000,COOLDOWN,0
33.097,1,0.480,0.000,DETECTING,0
33.134,0,0.000,0.000,COOLDOWN,0
33.170,0,0.000,0.000,COOLDOWN,0
33.206,0,0.000,0.000,COOLDOWN,0
33.241,0,0.000,0.000,COOLDOWN,0
33.278,0,0.000,0.000,COOLDOWN,0
33.314,0,0.000,0.000,COOLDOWN,0
33.351,0,0.000,0.000,IDLE,0
33.387,0,0.000,0.000,IDLE,0
33.422,0,0.000,0.000,IDLE,0
