t,has_det,top_conf,elapsed_s,state,trigger_event
33.458,0,0.000,0.000,IDLE,0
33.494,0,0.000,0.000,IDLE,0
33.531,0,0.000,0.000,IDLE,0
33.567,0,0.000,0.000,IDLE,0
33.603,0,0.000,0.000,IDLE,0
33.638,0,0.000,0.000,IDLE,0
33.674,0,0.000,0.000,IDLE,0
33.710,0,0.000,0.000,IDLE,0
33.746,0,0.000,0.000,IDLE,0
33.782,0,0.000,0.000,IDLE,0
33.818,0,0.000,0.000,IDLE,0
33.854,0,0.000,0.000,IDLE,0
33.890,0,0.000,0.000,IDLE,0
33.928,1,0.505,0.000,DETECTING,0
33.967,1,0.474,0.039,DETECTING,0
34.004,0,0.000,0.000,IDLE,0
34.040,0,0.000,0.000,IDLE,0
34.084,1,0.454,0.000,DETECTING,0
34.120,0,0.000,0.000,IDLE,0
34.158,1,0.465,0.000,DETECTING,0
34.195,0,0.000,0.000,IDLE,0
34.231,0,0.000,0.000,IDLE,0
34.267,0,0.000,0.000,IDLE,0
34.303,0,0.000,0.000,IDLE,0
34.339,0,0.000,0.000,IDLE,0
34.375,0,0.000,0.000,IDLE,0
34.411,0,0.000,0.000,IDLE,0
34.447,0,0.000,0.000,IDLE,0
34.485,0,0.000,0.000,IDLE,0
34.523,0,0.000,0.000,IDLE,0
34.560,0,0.000,0.000,IDLE,0
34.598,1,0.463,0.000,DETECTING,0
34.637,1,0.537,0.039,DETECTING,0
34.676,0,0.000,0.000,IDLE,0
34.714,1,0.504,0.000,DETECTING,0
34.753,0,0.000,0.000,IDLE,0
34.789,0,0.000,0.000,IDLE,0
34.826,0,0.000,0.000,IDLE,0
34.862,0,0.000,0.000,IDLE,0
34.900,1,0.515,0.000,DETECTING,0
34.936,0,0.000,0.000,IDLE,0
34.972,0,0.000,0.000,IDLE,0
35.008,0,0.000,0.000,IDLE,0
35.044,0,0.000,0.000,IDLE,0
35.081,0,0.000,0.000,IDLE,0
35.116,0,0.000,0.000,IDLE,0
35.152,0,0.000,0.000,IDLE,0
35.194,0,0.000,0.000,IDLE,0
35.230,0,0.000,0.000,IDLE,0
35.266,0,0.000,0.000,IDLE,0
35.302,0,0.000,0.000,IDLE,0
35.338,0,0.000,0.000,IDLE,0
35.376,1,0.481,0.000,DETECTING,0
35.415,1,0.485,0.039,DETECTING,0
35.452,0,0.000,0.000,IDLE,0
35.488,0,0.000,0.000,IDLE,0
35.526,1,0.469,0.000,DETECTING,0
35.563,0,0.000,0.000,IDLE,0
35.599,0,0.000,0.000,IDLE,0
35.637,1,0.451,0.000,DETECTING,0
35.676,1,0.504,0.039,DETECTING,0
35.713,0,0.000,0.000,IDLE,0
35.749,0,0.000,0.000,IDLE,0
35.786,0,0.000,0.000,IDLE,0
35.822,0,0.000,0.000,IDLE,0
35.858,0,0.000,0.000,IDLE,0
35.895,0,0.000,0.000,IDLE,0
35.932,0,0.000,0.000,IDLE,0
35.972,0,0.000,0.000,IDLE,0
36.010,1,0.521,0.000,DETECTING,0
36.049,1,0.526,0.039,DETECTING,0
36.088,1,0.466,0.078,DETECTING,0
36.125,0,0.000,0.000,IDLE,0
36.161,0,0.000,0.000,IDLE,0
36.197,0,0.000,0.000,IDLE,0
36.233,0,0.000,0.000,IDLE,0
36.269,0,0.000,0.000,IDLE,0
36.312,0,0.000,0.000,IDLE,0
36.348,0,0.000,0.000,IDLE,0
36.384,0,0.000,0.000,IDLE,0
36.422,0,0.000,0.000,IDLE,0
36.458,0,0.000,0.000,IDLE,0
36.494,0,0.000,0.000,IDLE,0
36.532,1,0.459,0.000,DETECTING,0
36.571,1,0.458,0.039,DETECTING,0
36.607,0,0.000,0.000,IDLE,0
36.643,0,0.000,0.000,IDLE,0
36.681,1,0.508,0.000,DETECTING,0
36.720,1,0.473,0.039,DETECTING,0
36.760,1,0.517,0.078,DETECTING,0
36.801,1,0.454,0.119,DETECTING,0
36.837,0,0.000,0.000,IDLE,0
36.876,1,0.498,0.000,DETECTING,0
36.913,0,0.000,0.000,IDLE,0
36.951,1,0.477,0.000,DETECTING,0
36.988,0,0.000,0.000,IDLE,0
37.025,0,0.000,0.000,IDLE,0
37.063,1,0.457,0.000,DETECTING,0
37.100,0,0.000,0.000,IDLE,0
37.137,0,0.000,0.000,IDLE,0
37.173,0,0.000,0.000,IDLE,0
37.211,1,0.466,0.000,DETECTING,0
37.251,1,0.464,0.039,DETECTING,0
37.287,0,0.000,0.000,IDLE,0
37.323,0,0.000,0.000,IDLE,0
37.359,0,0.000,0.000,IDLE,0
37.398,1,0.478,0.000,DETECTING,0
37.440,0,0.000,0.000,IDLE,0
37.478,1,0.458,0.000,DETECTING,0
37.514,0,0.000,0.000,IDLE,0
37.550,0,0.000,0.000,IDLE,0
37.587,0,0.000,0.000,IDLE,0
37.623,0,0.000,0.000,IDLE,0
37.661,1,0.475,0.000,DETECTING,0
37.697,0,0.000,0.000,IDLE,0
37.733,0,0.000,0.000,IDLE,0
37.769,0,0.000,0.000,IDLE,0
37.805,0,0.000,0.000,IDLE,0
37.843,0,0.000,0.000,IDLE,0
37.879,0,0.000,0.000,IDLE,0
37.916,0,0.000,0.000,IDLE,0
37.952,0,0.000,0.000,IDLE,0
37.988,0,0.000,0.000,IDLE,0
38.027,1,0.506,0.000,DETECTING,0
38.063,0,0.000,0.000,IDLE,0
38.100,0,0.000,0.000,IDLE,0
38.136,0,0.000,0.000,IDLE,0
38.172,0,0.000,0.000,IDLE,0
38.208,0,0.000,0.000,IDLE,0
38.244,0,0.000,0.000,IDLE,0
38.281,0,0.000,0.000,IDLE,0
38.317,0,0.000,0.000,IDLE,0
38.353,0,0.000,0.000,IDLE,0
38.389,0,0.000,0.000,IDLE,0
38.426,0,0.000,0.000,IDLE,0
38.462,0,0.000,0.000,IDLE,0
38.498,0,0.000,0.000,IDLE,0
38.540,0,0.000,0.000,IDLE,0
38.576,0,0.000,0.000,IDLE,0
38.612,0,0.000,0.000,IDLE,0
38.648,0,0.000,0.000,IDLE,0
38.684,0,0.000,0.000,IDLE,0
38.722,1,0.451,0.000,DETECTING,0
38.759,0,0.000,0.000,IDLE,0
38.795,0,0.000,0.000,IDLE,0
38.831,0,0.000,0.000,IDLE,0
38.867,0,0.000,0.000,IDLE,0
38.903,0,0.000,0.000,IDLE,0
38.940,0,0.000,0.000,IDLE,0
38.976,0,0.000,0.000,IDLE,0
39.012,0,0.000,0.000,IDLE,0
39.048,0,0.000,0.000,IDLE,0
39.084,0,0.000,0.000,IDLE,0
39.120,0,0.000,0.000,IDLE,0
39.157,0,0.000,0.000,IDLE,0
39.193,0,0.000,0.000,IDLE,0
39.229,0,0.000,0.000,IDLE,0
39.267,0,0.000,0.000,IDLE,0
39.304,0,0.000,0.000,IDLE,0
39.340,0,0.000,0.000,IDLE,0
39.376,0,0.000,0.000,IDLE,0
39.413,0,0.000,0.000,IDLE,0
39.449,0,0.000,0.000,IDLE,0
39.485,0,0.000,0.000,IDLE,0
39.521,0,0.000,0.000,IDLE,0
39.557,0,0.000,0.000,IDLE,0
39.594,0,0.000,0.000,IDLE,0
39.636,0,0.000,0.000,IDLE,0
39.674,0,0.000,0.000,IDLE,0
39.710,0,0.000,0.000,IDLE,0
39.747,0,0.000,0.000,IDLE,0
39.783,0,0.000,0.000,IDLE,0
39.820,0,0.000,0.000,IDLE,0
39.858,0,0.000,0.000,IDLE,0
39.895,0,0.000,0.000,IDLE,0
39.931,0,0.000,0.000,IDLE,0
39.968,0,0.000,0.000,IDLE,0
40.004,0,0.000,0.000,IDLE,0
40.040,0,0.000,0.000,IDLE,0
40.077,0,0.000,0.000,IDLE,0
40.113,0,0.000,0.000,IDLE,0
40.149,0,0.000,0.000,IDLE,0
40.186,0,0.000,0.000,IDLE,0
40.223,0,0.000,0.000,IDLE,0
40.261,0,0.000,0.000,IDLE,0
40.299,0,0.000,0.000,IDLE,0
40.335,0,0.000,0.000,IDLE,0
40.372,0,0.000,0.000,IDLE,0
40.408,0,0.000,0.000,IDLE,0
40.445,0,0.000,0.000,IDLE,0
40.481,0,0.000,0.000,IDLE,0
40.517,0,0.000,0.000,IDLE,0
40.554,0,0.000,0.000,IDLE,0
40.592,0,0.000,0.000,IDLE,0
40.630,0,0.000,0.000,IDLE,0
40.668,0,0.000,0.000,IDLE,0
40.709,0,0.000,0.000,IDLE,0
40.752,0,0.000,0.000,IDLE,0
40.791,0,0.000,0.000,IDLE,0
40.830,0,0.000,0.000,IDLE,0
40.868,0,0.000,0.000,IDLE,0
40.908,1,0.578,0.000,DETECTING,0
40.948,0,0.000,0.000,IDLE,0
40.988,0,0.000,0.000,IDLE,0
41.027,0,0.000,0.000,IDLE,0
41.065,0,0.000,0.000,IDLE,0
41.103,0,0.000,0.000,IDLE,0
41.139,0,0.000,0.000,IDLE,0
41.176,0,0.000,0.000,IDLE,0
41.214,0,0.000,0.000,IDLE,0
41.250,0,0.000,0.000,IDLE,0
41.287,0,0.000,0.000,IDLE,0
41.324,0,0.000,0.000,IDLE,0
41.360,0,0.000,0.000,IDLE,0
41.397,0,0.000,0.000,IDLE,0
41.433,0,0.000,0.000,IDLE,0
41.470,0,0.000,0.000,IDLE,0
41.509,1,0.723,0.000,DETECTING,0
41.547,0,0.000,0.000,IDLE,0
41.589,1,0.551,0.000,DETECTING,0
41.626,0,0.000,0.000,IDLE,0
41.665,1,0.587,0.000,DETECTING,0
41.702,0,0.000,0.000,IDLE,0
41.740,0,0.000,0.000,IDLE,0
41.778,0,0.000,0.000,IDLE,0
41.816,0,0.000,0.000,IDLE,0
41.852,0,0.000,0.000,IDLE,0
41.901,0,0.000,0.000,IDLE,0
41.937,0,0.000,0.000,IDLE,0
41.975,0,0.000,0.000,IDLE,0
42.014,0,0.000,0.000,IDLE,0
42.050,0,0.000,0.000,IDLE,0
42.086,0,0.000,0.000,IDLE,0
42.125,0,0.000,0.000,IDLE,0
42.162,0,0.000,0.000,IDLE,0
42.200,0,0.000,0.000,IDLE,0
42.238,0,0.000,0.000,IDLE,0
42.274,0,0.000,0.000,IDLE,0
42.312,0,0.000,0.000,IDLE,0
42.348,0,0.000,0.000,IDLE,0
42.386,0,0.000,0.000,IDLE,0
42.424,0,0.000,0.000,IDLE,0
42.463,0,0.000,0.000,IDLE,0
42.500,0,0.000,0.000,IDLE,0
42.536,0,0.000,0.000,IDLE,0
42.572,0,0.000,0.000,IDLE,0
42.610,0,0.000,0.000,IDLE,0
42.648,0,0.000,0.000,IDLE,0
42.684,0,0.000,0.000,IDLE,0
42.720,0,0.000,0.000,IDLE,0
42.756,0,0.000,0.000,IDLE,0
42.792,0,0.000,0.000,IDLE,0
42.830,0,0.000,0.000,IDLE,0
42.866,0,0.000,0.000,IDLE,0
42.903,0,0.000,0.000,IDLE,0
42.939,0,0.000,0.000,IDLE,0
42.974,0,0.000,0.000,IDLE,0
43.017,0,0.000,0.000,IDLE,0
43.053,0,0.000,0.000,IDLE,0
43.091,0,0.000,0.000,IDLE,0
43.127,0,0.000,0.000,IDLE,0
43.163,0,0.000,0.000,IDLE,0
43.201,1,0.522,0.000,DETECTING,0
43.238,0,0.000,0.000,IDLE,0
43.277,1,0.479,0.000,DETECTING,0
43.316,1,0.472,0.039,DETECTING,0
43.355,1,0.573,0.078,DETECTING,0
43.394,1,0.524,0.118,DETECTING,0
43.431,0,0.000,0.000,IDLE,0
43.469,1,0.477,0.000,DETECTING,0
43.508,0,0.000,0.000,IDLE,0
43.544,0,0.000,0.000,IDLE,0
43.583,1,0.450,0.000,DETECTING,0
43.622,1,0.499,0.039,DETECTING,0
43.661,1,0.563,0.078,DETECTING,0
43.700,1,0.552,0.117,DETECTING,0
43.736,0,0.000,0.000,IDLE,0
43.775,1,0.533,0.000,DETECTING,0
43.813,1,0.471,0.039,DETECTING,0
43.850,0,0.000,0.000,IDLE,0
43.889,1,0.479,0.000,DETECTING,0
43.926,0,0.000,0.000,IDLE,0
43.963,0,0.000,0.000,IDLE,0
44.002,1,0.581,0.000,DETECTING,0
44.038,0,0.000,0.000,IDLE,0
44.076,1,0.465,0.000,DETECTING,0
44.115,1,0.538,0.038,DETECTING,0
44.159,1,0.512,0.083,DETECTING,0
44.195,0,0.000,0.000,IDLE,0
44.233,0,0.000,0.000,IDLE,0
44.271,1,0.499,0.000,DETECTING,0
44.310,0,0.000,0.000,IDLE,0
44.349,1,0.450,0.000,DETECTING,0
44.386,0,0.000,0.000,IDLE,0
44.425,1,0.519,0.000,DETECTING,0
44.461,0,0.000,0.000,IDLE,0
44.497,0,0.000,0.000,IDLE,0
44.536,1,0.510,0.000,DETECTING,0
44.575,1,0.600,0.040,DETECTING,0
44.614,0,0.000,0.000,IDLE,0
44.652,1,0.486,0.000,DETECTING,0
44.691,1,0.490,0.038,DETECTING,0
44.727,0,0.000,0.000,IDLE,0
44.766,1,0.668,0.000,DETECTING,0
44.803,0,0.000,0.000,IDLE,0
44.839,0,0.000,0.000,IDLE,0
44.875,0,0.000,0.000,IDLE,0
44.913,1,0.508,0.000,DETECTING,0
44.951,1,0.482,0.038,DETECTING,0
44.990,1,0.475,0.077,DETECTING,0
45.029,1,0.518,0.116,DETECTING,0
45.066,0,0.000,0.000,IDLE,0
45.102,0,0.000,0.000,IDLE,0
45.138,0,0.000,0.000,IDLE,0
45.177,1,0.585,0.000,DETECTING,0
45.216,1,0.528,0.039,DETECTING,0
45.255,1,0.636,0.078,DETECTING,0
45.299,1,0.565,0.122,DETECTING,0
45.338,1,0.563,0.161,DETECTING,0
45.375,0,0.000,0.000,IDLE,0
45.415,1,0.534,0.000,DETECTING,0
45.454,1,0.594,0.039,DETECTING,0
45.493,1,0.497,0.079,DETECTING,0
45.532,1,0.556,0.117,DETECTING,0
45.571,1,0.487,0.156,DETECTING,0
45.610,1,0.531,0.195,DETECTING,0
45.650,1,0.595,0.235,DETECTING,0
45.690,1,0.563,0.275,DETECTING,0
45.729,0,0.000,0.000,IDLE,0
45.768,1,0.589,0.000,DETECTING,0
45.807,1,0.591,0.040,DETECTING,0
45.847,1,0.492,0.079,DETECTING,0
45.887,1,0.499,0.119,DETECTING,0
45.927,1,0.506,0.159,DETECTING,0
45.968,1,0.646,0.200,DETECTING,0
46.008,1,0.639,0.240,DETECTING,0
46.048,1,0.482,0.280,DETECTING,0
46.087,1,0.507,0.320,DETECTING,0
46.128,1,0.649,0.361,DETECTING,0
46.168,1,0.544,0.400,DETECTING,0
46.208,1,0.601,0.440,DETECTING,0
46.247,1,0.567,0.480,DETECTING,0
46.287,0,0.000,0.000,IDLE,0
46.326,1,0.453,0.000,DETECTING,0
46.365,1,0.533,0.039,DETECTING,0
46.404,1,0.510,0.078,DETECTING,0
46.444,1,0.534,0.118,DETECTING,0
46.489,1,0.596,0.163,DETECTING,0
46.531,1,0.672,0.205,DETECTING,0
46.570,1,0.527,0.244,DETECTING,0
46.609,1,0.493,0.283,DETECTING,0
46.649,1,0.535,0.323,DETECTING,0
46.686,0,0.000,0.000,IDLE,0
46.723,0,0.000,0.000,IDLE,0
46.763,1,0.638,0.000,DETECTING,0
46.802,1,0.472,0.039,DETECTING,0
46.841,1,0.655,0.079,DETECTING,0
46.880,1,0.538,0.118,DETECTING,0
46.920,1,0.471,0.157,DETECTING,0
46.959,1,0.583,0.196,DETECTING,0
47.000,1,0.666,0.237,DETECTING,0
47.039,1,0.653,0.277,DETECTING,0
47.079,1,0.730,0.317,DETECTING,0
47.119,1,0.696,0.356,DETECTING,0
47.159,1,0.695,0.396,DETECTING,0
47.199,1,0.596,0.436,DETECTING,0
47.239,1,0.652,0.476,DETECTING,0
47.280,1,0.602,0.517,DETECTING,0
47.319,1,0.577,0.557,DETECTING,0
47.358,1,0.474,0.596,DETECTING,0
47.398,1,0.500,0.636,DETECTING,0
47.438,1,0.526,0.676,DETECTING,0
47.478,1,0.480,0.715,DETECTING,0
47.517,1,0.509,0.754,DETECTING,0
47.556,1,0.456,0.794,DETECTING,0
47.593,0,0.000,0.000,IDLE,0
47.638,1,0.516,0.000,DETECTING,0
47.683,1,0.562,0.045,DETECTING,0
47.722,1,0.518,0.084,DETECTING,0
47.760,0,0.000,0.000,IDLE,0
47.799,1,0.500,0.000,DETECTING,0
47.838,1,0.487,0.039,DETECTING,0
47.878,1,0.523,0.079,DETECTING,0
47.915,0,0.000,0.000,IDLE,0
47.951,0,0.000,0.000,IDLE,0
47.987,0,0.000,0.000,IDLE,0
48.023,0,0.000,0.000,IDLE,0
48.062,1,0.466,0.000,DETECTING,0
48.100,1,0.472,0.039,DETECTING,0
48.140,1,0.524,0.078,DETECTING,0
48.179,1,0.537,0.117,DETECTING,0
48.218,1,0.475,0.156,DETECTING,0
48.255,0,0.000,0.000,IDLE,0
48.294,1,0.487,0.000,DETECTING,0
48.333,1,0.541,0.039,DETECTING,0
48.370,0,0.000,0.000,IDLE,0
48.408,1,0.508,0.000,DETECTING,0
48.447,1,0.450,0.039,DETECTING,0
48.485,1,0.457,0.077,DETECTING,0
48.524,1,0.550,0.116,DETECTING,0
48.563,1,0.494,0.155,DETECTING,0
48.602,1,0.559,0.194,DETECTING,0
48.641,1,0.592,0.233,DETECTING,0
48.681,1,0.526,0.273,DETECTING,0
48.719,1,0.551,0.312,DETECTING,0
48.758,1,0.516,0.350,DETECTING,0
48.798,1,0.506,0.390,DETECTING,0
48.842,1,0.602,0.434,DETECTING,0
48.881,1,0.613,0.473,DETECTING,0
48.921,1,0.598,0.513,DETECTING,0
48.959,1,0.533,0.551,DETECTING,0
48.998,1,0.533,0.590,DETECTING,0
49.037,1,0.539,0.629,DETECTING,0
49.077,1,0.586,0.669,DETECTING,0
49.116,1,0.574,0.708,DETECTING,0
49.155,1,0.566,0.747,DETECTING,0
49.195,1,0.576,0.787,DETECTING,0
49.235,1,0.583,0.827,DETECTING,0
49.273,1,0.479,0.865,DETECTING,0
49.317,1,0.595,0.909,DETECTING,0
49.356,1,0.467,0.948,DETECTING,0
49.395,1,0.534,0.987,DETECTING,0
49.435,1,0.523,1.027,DETECTING,0
49.473,1,0.493,1.065,DETECTING,0
49.510,0,0.000,0.000,IDLE,0
49.549,1,0.489,0.000,DETECTING,0
49.588,1,0.552,0.039,DETECTING,0
49.627,1,0.579,0.078,DETECTING,0
49.666,1,0.518,0.118,DETECTING,0
49.706,1,0.569,0.157,DETECTING,0
49.745,1,0.551,0.197,DETECTING,0
49.785,1,0.522,0.236,DETECTING,0
49.825,1,0.540,0.276,DETECTING,0
49.864,1,0.599,0.316,DETECTING,0
49.903,0,0.000,0.000,IDLE,0
49.942,1,0.570,0.000,DETECTING,0
49.981,1,0.533,0.040,DETECTING,0
50.026,1,0.512,0.084,DETECTING,0
50.065,1,0.576,0.123,DETECTING,0
50.104,1,0.517,0.162,DETECTING,0
50.144,1,0.606,0.202,DETECTING,0
50.183,1,0.582,0.241,DETECTING,0
50.222,1,0.455,0.280,DETECTING,0
50.259,0,0.000,0.000,IDLE,0
50.296,0,0.000,0.000,IDLE,0
50.332,0,0.000,0.000,IDLE,0
50.368,0,0.000,0.000,IDLE,0
50.404,0,0.000,0.000,IDLE,0
50.442,0,0.000,0.000,IDLE,0
50.478,0,0.000,0.000,IDLE,0
50.514,0,0.000,0.000,IDLE,0
50.552,1,0.488,0.000,DETECTING,0
50.588,0,0.000,0.000,IDLE,0
50.624,0,0.000,0.000,IDLE,0
50.661,0,0.000,0.000,IDLE,0
50.697,0,0.000,0.000,IDLE,0
50.733,0,0.000,0.000,IDLE,0
50.769,0,0.000,0.000,IDLE,0
50.805,0,0.000,0.000,IDLE,0
50.841,0,0.000,0.000,IDLE,0
50.877,0,0.000,0.000,IDLE,0
50.914,0,0.000,0.000,IDLE,0
50.950,0,0.000,0.000,IDLE,0
50.990,0,0.000,0.000,IDLE,0
51.026,0,0.000,0.000,IDLE,0
51.062,0,0.000,0.000,IDLE,0
51.098,0,0.000,0.000,IDLE,0
51.140,0,0.000,0.000,IDLE,0
51.178,0,0.000,0.000,IDLE,0
51.214,0,0.000,0.000,IDLE,0
51.250,0,0.000,0.000,IDLE,0
51.287,0,0.000,0.000,IDLE,0
51.323,0,0.000,0.000,IDLE,0
51.359,0,0.000,0.000,IDLE,0
51.395,0,0.000,0.000,IDLE,0
51.431,0,0.000,0.000,IDLE,0
51.467,0,0.000,0.000,IDLE,0
51.503,0,0.000,0.000,IDLE,0
51.539,0,0.000,0.000,IDLE,0
51.575,0,0.000,0.000,IDLE,0
51.611,0,0.000,0.000,IDLE,0
51.648,0,0.000,0.000,IDLE,0
51.685,0,0.000,0.000,IDLE,0
51.723,0,0.000,0.000,IDLE,0
51.759,0,0.000,0.000,IDLE,0
51.795,0,0.000,0.000,IDLE,0
51.831,0,0.000,0.000,IDLE,0
51.869,0,0.000,0.000,IDLE,0
51.907,0,0.000,0.000,IDLE,0
51.944,0,0.000,0.000,IDLE,0
51.983,0,0.000,0.000,IDLE,0
52.022,0,0.000,0.000,IDLE,0
52.058,0,0.000,0.000,IDLE,0
52.094,0,0.000,0.000,IDLE,0
52.130,0,0.000,0.000,IDLE,0
52.166,0,0.000,0.000,IDLE,0
52.203,0,0.000,0.000,IDLE,0
52.245,0,0.000,0.000,IDLE,0
52.283,0,0.000,0.000,IDLE,0
52.320,0,0.000,0.000,IDLE,0
52.356,0,0.000,0.000,IDLE,0
52.395,0,0.000,0.000,IDLE,0
52.431,0,0.000,0.000,IDLE,0
52.467,0,0.000,0.000,IDLE,0
52.503,0,0.000,0.000,IDLE,0
52.539,0,0.000,0.000,IDLE,0
52.575,0,0.000,0.000,IDLE,0
52.611,0,0.000,0.000,IDLE,0
52.647,0,0.000,0.000,IDLE,0
52.683,0,0.000,0.000,IDLE,0
52.719,0,0.000,0.000,IDLE,0
52.755,0,0.000,0.000,IDLE,0
52.791,0,0.000,0.000,IDLE,0
52.827,0,0.000,0.000,IDLE,0
52.863,0,0.000,0.000,IDLE,0
52.900,0,0.000,0.000,IDLE,0
52.936,0,0.000,0.000,IDLE,0
52.972,0,0.000,0.000,IDLE,0
53.008,0,0.000,0.000,IDLE,0
53.043,0,0.000,0.000,IDLE,0
53.079,0,0.000,0.000,IDLE,0
53.115,0,0.000,0.000,IDLE,0
53.151,0,0.000,0.000,IDLE,0
53.188,0,0.000,0.000,IDLE,0
53.223,0,0.000,0.000,IDLE,0
53.259,0,0.000,0.000,IDLE,0
53.296,0,0.000,0.000,IDLE,0
53.337,0,0.000,0.000,IDLE,0
53.375,0,0.000,0.000,IDLE,0
53.411,0,0.000,0.000,IDLE,0
53.447,0,0.000,0.000,IDLE,0
53.484,0,0.000,0.000,IDLE,0
53.520,0,0.000,0.000,IDLE,0
53.556,0,0.000,0.000,IDLE,0
53.592,0,0.000,0.000,IDLE,0
53.628,0,0.000,0.000,IDLE,0
53.664,0,0.000,0.000,IDLE,0
53.700,0,0.000,0.000,IDLE,0
53.736,0,0.000,0.000,IDLE,0
53.771,0,0.000,0.000,IDLE,0
53.807,0,0.000,0.000,IDLE,0
53.843,0,0.000,0.000,IDLE,0
53.880,0,0.000,0.000,IDLE,0
53.916,0,0.000,0.000,IDLE,0
53.953,0,0.000,0.000,IDLE,0
53.988,0,0.000,0.000,IDLE,0
54.024,0,0.000,0.000,IDLE,0
54.060,0,0.000,0.000,IDLE,0
54.096,0,0.000,0.000,IDLE,0
54.132,0,0.000,0.000,IDLE,0
54.168,0,0.000,0.000,IDLE,0
54.204,0,0.000,0.000,IDLE,0
54.240,0,0.000,0.000,IDLE,0
54.276,0,0.000,0.000,IDLE,0
54.313,0,0.000,0.000,IDLE,0
54.349,0,0.000,0.000,IDLE,0
54.385,0,0.000,0.000,IDLE,0
54.426,0,0.000,0.000,IDLE,0
54.463,0,0.000,0.000,IDLE,0
54.499,0,0.000,0.000,IDLE,0
54.535,0,0.000,0.000,IDLE,0
54.571,0,0.000,0.000,IDLE,0
54.607,0,0.000,0.000,IDLE,0
54.643,0,0.000,0.000,IDLE,0
54.679,0,0.000,0.000,IDLE,0
54.715,0,0.000,0.000,IDLE,0
54.751,0,0.000,0.000,IDLE,0
54.787,0,0.000,0.000,IDLE,0
54.823,0,0.000,0.000,IDLE,0
54.859,0,0.000,0.000,IDLE,0
54.895,0,0.000,0.000,IDLE,0
54.931,0,0.000,0.000,IDLE,0
54.968,0,0.000,0.000,IDLE,0
55.004,0,0.000,0.000,IDLE,0
55.040,0,0.000,0.000,IDLE,0
55.076,0,0.000,0.000,IDLE,0
55.112,0,0.000,0.000,IDLE,0
55.149,0,0.000,0.000,IDLE,0
55.185,0,0.000,0.000,IDLE,0
55.221,0,0.000,0.000,IDLE,0
55.257,0,0.000,0.000,IDLE,0
55.293,0,0.000,0.000,IDLE,0
55.329,0,0.000,0.000,IDLE,0
55.365,0,0.000,0.000,IDLE,0
55.401,0,0.000,0.000,IDLE,0
55.439,0,0.000,0.000,IDLE,0
55.476,0,0.000,0.000,IDLE,0
55.517,0,0.000,0.000,IDLE,0
55.554,0,0.000,0.000,IDLE,0
55.590,0,0.000,0.000,IDLE,0
55.627,0,0.000,0.000,IDLE,0
55.663,0,0.000,0.000,IDLE,0
55.699,0,0.000,0.000,IDLE,0
55.735,0,0.000,0.000,IDLE,0
55.771,0,0.000,0.000,IDLE,0
55.808,0,0.000,0.000,IDLE,0
55.844,0,0.000,0.000,IDLE,0
55.880,0,0.000,0.000,IDLE,0
55.917,0,0.000,0.000,IDLE,0
55.954,0,0.000,0.000,IDLE,0
55.993,0,0.000,0.000,IDLE,0
56.030,0,0.000,0.000,IDLE,0
56.068,0,0.000,0.000,IDLE,0
56.105,0,0.000,0.000,IDLE,0
56.142,0,0.000,0.000,IDLE,0
56.178,0,0.000,0.000,IDLE,0
56.214,0,0.000,0.000,IDLE,0
56.250,0,0.000,0.000,IDLE,0
56.287,0,0.000,0.000,IDLE,0
56.323,0,0.000,0.000,IDLE,0
56.359,0,0.000,0.000,IDLE,0
56.398,1,0.497,0.000,DETECTING,0
56.437,1,0.508,0.039,DETECTING,0
56.474,0,0.000,0.000,IDLE,0
56.512,1,0.627,0.000,DETECTING,0
56.549,0,0.000,0.000,IDLE,0
56.585,0,0.000,0.000,IDLE,0
56.626,0,0.000,0.000,IDLE,0
56.662,0,0.000,0.000,IDLE,0
56.698,0,0.000,0.000,IDLE,0
56.735,0,0.000,0.000,IDLE,0
56.771,0,0.000,0.000,IDLE,0
56.807,0,0.000,0.000,IDLE,0
56.845,1,0.475,0.000,DETECTING,0
56.884,1,0.500,0.039,DETECTING,0
56.921,0,0.000,0.000,IDLE,0
56.957,0,0.000,0.000,IDLE,0
56.994,0,0.000,0.000,IDLE,0
57.031,0,0.000,0.000,IDLE,0
57.067,0,0.000,0.000,IDLE,0
57.103,0,0.000,0.000,IDLE,0
57.139,0,0.000,0.000,IDLE,0
57.176,0,0.000,0.000,IDLE,0
57.212,0,0.000,0.000,IDLE,0
57.248,0,0.000,0.000,IDLE,0
57.285,0,0.000,0.000,IDLE,0
57.321,0,0.000,0.000,IDLE,0
57.357,0,0.000,0.000,IDLE,0
57.393,0,0.000,0.000,IDLE,0
57.429,0,0.000,0.000,IDLE,0
57.465,0,0.000,0.000,IDLE,0
57.500,0,0.000,0.000,IDLE,0
