t,has_det,top_conf,elapsed_s,state,trigger_event
57.537,0,0.000,0.000,IDLE,0
57.575,1,0.569,0.000,DETECTING,0
57.613,1,0.681,0.039,DETECTING,0
57.652,1,0.620,0.078,DETECTING,0
57.691,1,0.642,0.116,DETECTING,0
57.735,1,0.566,0.161,DETECTING,0
57.772,0,0.000,0.000,IDLE,0
57.810,1,0.483,0.000,DETECTING,0
57.847,0,0.000,0.000,IDLE,0
57.885,1,0.598,0.000,DETECTING,0
57.924,1,0.772,0.039,DETECTING,0
57.962,1,0.703,0.077,DETECTING,0
58.001,1,0.746,0.116,DETECTING,0
58.040,1,0.681,0.155,DETECTING,0
58.079,1,0.656,0.194,DETECTING,0
58.118,1,0.729,0.233,DETECTING,0
58.156,1,0.747,0.271,DETECTING,0
58.195,1,0.662,0.310,DETECTING,0
58.233,1,0.590,0.349,DETECTING,0
58.272,1,0.752,0.388,DETECTING,0
58.311,1,0.686,0.426,DETECTING,0
58.350,1,0.683,0.465,DETECTING,0
58.388,1,0.695,0.504,DETECTING,0
58.427,1,0.679,0.542,DETECTING,0
58.466,1,0.598,0.581,DETECTING,0
58.507,1,0.609,0.622,DETECTING,0
58.550,1,0.648,0.665,DETECTING,0
58.591,1,0.740,0.706,DETECTING,0
58.630,1,0.658,0.745,DETECTING,0
58.669,1,0.507,0.784,DETECTING,0
58.708,1,0.799,0.823,DETECTING,0
58.747,1,0.552,0.862,DETECTING,0
58.787,1,0.812,0.902,DETECTING,0
58.826,1,0.562,0.941,DETECTING,0
58.865,1,0.872,0.980,DETECTING,0
58.909,1,0.600,1.024,DETECTING,0
58.948,1,0.722,1.063,DETECTING,0
58.986,1,0.634,1.102,DETECTING,0
59.025,1,0.614,1.141,DETECTING,0
59.064,1,0.464,1.180,DETECTING,0
59.104,1,0.479,1.219,DETECTING,0
59.143,1,0.593,1.258,DETECTING,0
59.181,1,0.642,1.297,DETECTING,0
59.218,0,0.000,0.000,IDLE,0
59.256,1,0.557,0.000,DETECTING,0
59.296,1,0.740,0.040,DETECTING,0
59.335,1,0.738,0.078,DETECTING,0
59.373,1,0.635,0.117,DETECTING,0
59.412,1,0.553,0.156,DETECTING,0
59.451,1,0.527,0.195,DETECTING,0
59.490,1,0.665,0.233,DETECTING,0
59.529,1,0.585,0.273,DETECTING,0
59.567,1,0.772,0.311,DETECTING,0
59.606,1,0.527,0.350,DETECTING,0
59.643,0,0.000,0.000,IDLE,0
59.681,1,0.502,0.000,DETECTING,0
59.720,1,0.660,0.039,DETECTING,0
59.759,1,0.656,0.078,DETECTING,0
59.798,1,0.564,0.117,DETECTING,0
59.837,1,0.467,0.156,DETECTING,0
59.874,0,0.000,0.000,IDLE,0
59.912,1,0.671,0.000,DETECTING,0
59.951,1,0.499,0.039,DETECTING,0
59.990,1,0.686,0.078,DETECTING,0
60.029,1,0.504,0.117,DETECTING,0
60.074,1,0.521,0.162,DETECTING,0
60.113,1,0.556,0.201,DETECTING,0
60.152,1,0.535,0.240,DETECTING,0
60.191,1,0.608,0.279,DETECTING,0
60.230,1,0.592,0.318,DETECTING,0
60.269,1,0.594,0.357,DETECTING,0
60.308,1,0.732,0.395,DETECTING,0
60.347,1,0.550,0.434,DETECTING,0
60.385,1,0.718,0.473,DETECTING,0
60.424,1,0.684,0.512,DETECTING,0
60.463,1,0.607,0.550,DETECTING,0
60.501,1,0.707,0.589,DETECTING,0
60.541,1,0.804,0.628,DETECTING,0
60.579,1,0.707,0.667,DETECTING,0
60.618,1,0.640,0.706,DETECTING,0
60.657,1,0.629,0.744,DETECTING,0
60.696,1,0.488,0.783,DETECTING,0
60.736,1,0.695,0.823,DETECTING,0
60.774,1,0.528,0.862,DETECTING,0
60.814,1,0.738,0.901,DETECTING,0
60.854,1,0.593,0.941,DETECTING,0
60.895,1,0.594,0.983,DETECTING,0
60.935,1,0.693,1.023,DETECTING,0
60.976,1,0.715,1.064,DETECTING,0
61.016,1,0.541,1.104,DETECTING,0
61.056,1,0.605,1.144,DETECTING,0
61.095,1,0.617,1.182,DETECTING,0
61.135,1,0.597,1.223,DETECTING,0
61.175,1,0.650,1.263,DETECTING,0
61.214,1,0.748,1.302,DETECTING,0
61.258,1,0.698,1.346,DETECTING,0
61.298,1,0.775,1.385,DETECTING,0
61.337,1,0.721,1.425,DETECTING,0
61.376,1,0.747,1.464,DETECTING,0
61.415,1,0.709,1.503,DETECTING,0
61.454,1,0.722,1.542,DETECTING,0
61.493,1,0.757,1.581,DETECTING,0
61.532,1,0.678,1.620,DETECTING,0
61.572,1,0.624,1.659,DETECTING,0
61.611,1,0.705,1.698,DETECTING,0
61.650,1,0.618,1.738,DETECTING,0
61.689,1,0.563,1.777,DETECTING,0
61.728,1,0.693,1.816,DETECTING,0
61.767,1,0.708,1.855,DETECTING,0
61.808,1,0.714,1.896,DETECTING,0
61.849,1,0.639,1.936,DETECTING,0
61.888,1,0.813,1.976,DETECTING,0
61.936,1,0.805,2.023,TRIGGERED,1
61.980,1,0.658,0.000,DETECTING,0
62.020,1,0.676,0.040,DETECTING,0
62.059,1,0.730,0.079,DETECTING,0
62.099,1,0.701,0.119,DETECTING,0
62.140,1,0.744,0.159,DETECTING,0
62.180,1,0.751,0.200,DETECTING,0
62.219,1,0.520,0.239,DETECTING,0
62.258,1,0.749,0.277,DETECTING,0
62.295,0,0.000,0.000,COOLDOWN,0
62.333,1,0.450,0.000,DETECTING,0
62.372,1,0.700,0.039,DETECTING,0
62.411,1,0.614,0.078,DETECTING,0
62.455,1,0.668,0.122,DETECTING,0
62.494,1,0.661,0.161,DETECTING,0
62.533,1,0.618,0.200,DETECTING,0
62.573,1,0.703,0.240,DETECTING,0
62.613,1,0.627,0.280,DETECTING,0
62.652,1,0.730,0.319,DETECTING,0
62.693,1,0.756,0.360,DETECTING,0
62.731,1,0.537,0.398,DETECTING,0
62.768,0,0.000,0.000,COOLDOWN,0
62.807,1,0.618,0.000,DETECTING,0
62.846,1,0.522,0.039,DETECTING,0
62.885,1,0.503,0.079,DETECTING,0
62.924,1,0.513,0.118,DETECTING,0
62.963,1,0.568,0.157,DETECTING,0
63.000,0,0.000,0.000,COOLDOWN,0
63.037,0,0.000,0.000,COOLDOWN,0
63.076,1,0.518,0.000,DETECTING,0
63.113,0,0.000,0.000,COOLDOWN,0
63.149,0,0.000,0.000,COOLDOWN,0
63.188,1,0.541,0.000,DETECTING,0
63.224,0,0.000,0.000,COOLDOWN,0
63.263,1,0.579,0.000,DETECTING,0
63.302,1,0.515,0.039,DETECTING,0
63.343,1,0.533,0.080,DETECTING,0
63.382,1,0.469,0.119,DETECTING,0
63.420,1,0.621,0.157,DETECTING,0
63.459,1,0.488,0.196,DETECTING,0
63.498,1,0.610,0.235,DETECTING,0
63.537,1,0.472,0.274,DETECTING,0
63.574,0,0.000,0.000,COOLDOWN,0
63.616,0,0.000,0.000,COOLDOWN,0
63.654,1,0.673,0.000,DETECTING,0
63.694,1,0.566,0.040,DETECTING,0
63.733,1,0.575,0.079,DETECTING,0
63.773,1,0.639,0.119,DETECTING,0
63.812,1,0.493,0.158,DETECTING,0
63.848,0,0.000,0.000,COOLDOWN,0
63.885,0,0.000,0.000,COOLDOWN,0
63.921,0,0.000,0.000,COOLDOWN,0
63.962,1,0.661,0.000,DETECTING,0
64.003,1,0.714,0.041,DETECTING,0
64.042,1,0.596,0.080,DETECTING,0
64.080,1,0.523,0.119,DETECTING,0
64.119,1,0.554,0.158,DETECTING,0
64.156,0,0.000,0.000,COOLDOWN,0
64.195,1,0.530,0.000,DETECTING,0
64.231,0,0.000,0.000,COOLDOWN,0
64.269,1,0.663,0.000,DETECTING,0
64.309,1,0.546,0.040,DETECTING,0
64.349,1,0.662,0.080,DETECTING,0
64.389,1,0.684,0.120,DETECTING,0
64.428,1,0.468,0.159,DETECTING,0
64.468,1,0.516,0.198,DETECTING,0
64.509,1,0.689,0.240,DETECTING,0
64.549,1,0.573,0.280,DETECTING,0
64.588,1,0.656,0.319,DETECTING,0
64.628,1,0.720,0.359,DETECTING,0
64.669,1,0.494,0.400,DETECTING,0
64.708,1,0.674,0.439,DETECTING,0
64.748,1,0.590,0.479,DETECTING,0
64.793,1,0.570,0.524,DETECTING,0
64.832,1,0.667,0.563,DETECTING,0
64.872,1,0.620,0.603,DETECTING,0
64.912,1,0.675,0.642,DETECTING,0
64.951,1,0.641,0.681,DETECTING,0
64.990,1,0.586,0.721,DETECTING,0
65.029,1,0.681,0.760,DETECTING,0
65.069,1,0.689,0.800,DETECTING,0
65.109,1,0.800,0.840,DETECTING,0
65.148,1,0.624,0.879,DETECTING,0
65.187,1,0.623,0.918,DETECTING,0
65.227,1,0.646,0.958,DETECTING,0
65.266,1,0.554,0.997,DETECTING,0
65.305,0,0.000,0.000,COOLDOWN,0
65.342,0,0.000,0.000,COOLDOWN,0
65.379,0,0.000,0.000,COOLDOWN,0
65.415,0,0.000,0.000,COOLDOWN,0
65.451,0,0.000,0.000,COOLDOWN,0
65.488,0,0.000,0.000,COOLDOWN,0
65.525,0,0.000,0.000,COOLDOWN,0
65.561,0,0.000,0.000,COOLDOWN,0
65.597,0,0.000,0.000,COOLDOWN,0
65.634,0,0.000,0.000,COOLDOWN,0
65.670,0,0.000,0.000,COOLDOWN,0
65.706,0,0.000,0.000,COOLDOWN,0
65.742,0,0.000,0.000,COOLDOWN,0
65.778,0,0.000,0.000,COOLDOWN,0
65.815,0,0.000,0.000,COOLDOWN,0
65.851,0,0.000,0.000,COOLDOWN,0
65.888,0,0.000,0.000,COOLDOWN,0
65.931,0,0.000,0.000,COOLDOWN,0
65.968,0,0.000,0.000,COOLDOWN,0
66.004,0,0.000,0.000,COOLDOWN,0
66.040,0,0.000,0.000,COOLDOWN,0
66.076,0,0.000,0.000,COOLDOWN,0
66.112,0,0.000,0.000,COOLDOWN,0
66.148,0,0.000,0.000,COOLDOWN,0
66.185,0,0.000,0.000,COOLDOWN,0
66.221,0,0.000,0.000,COOLDOWN,0
66.258,0,0.000,0.000,COOLDOWN,0
66.294,0,0.000,0.000,COOLDOWN,0
66.331,0,0.000,0.000,COOLDOWN,0
66.369,1,0.734,0.000,DETECTING,0
66.406,0,0.000,0.000,COOLDOWN,0
66.445,1,0.771,0.000,DETECTING,0
66.482,0,0.000,0.000,COOLDOWN,0
66.518,0,0.000,0.000,COOLDOWN,0
66.555,0,0.000,0.000,COOLDOWN,0
66.593,0,0.000,0.000,COOLDOWN,0
66.632,1,0.553,0.000,DETECTING,0
66.671,1,0.563,0.039,DETECTING,0
66.708,0,0.000,0.000,COOLDOWN,0
66.745,0,0.000,0.000,COOLDOWN,0
66.781,0,0.000,0.000,COOLDOWN,0
66.817,0,0.000,0.000,COOLDOWN,0
66.853,0,0.000,0.000,COOLDOWN,0
66.889,0,0.000,0.000,COOLDOWN,0
66.925,0,0.000,0.000,COOLDOWN,0
66.963,0,0.000,0.000,IDLE,0
67.002,0,0.000,0.000,IDLE,0
67.044,0,0.000,0.000,IDLE,0
67.080,0,0.000,0.000,IDLE,0
67.116,0,0.000,0.000,IDLE,0
67.152,0,0.000,0.000,IDLE,0
67.188,0,0.000,0.000,IDLE,0
67.224,0,0.000,0.000,IDLE,0
67.260,0,0.000,0.000,IDLE,0
67.298,0,0.000,0.000,IDLE,0
67.334,0,0.000,0.000,IDLE,0
67.370,0,0.000,0.000,IDLE,0
67.408,1,0.499,0.000,DETECTING,0
67.444,0,0.000,0.000,IDLE,0
67.481,0,0.000,0.000,IDLE,0
67.518,1,0.466,0.000,DETECTING,0
67.555,0,0.000,0.000,IDLE,0
67.591,0,0.000,0.000,IDLE,0
67.629,0,0.000,0.000,IDLE,0
67.667,1,0.483,0.000,DETECTING,0
67.706,1,0.552,0.039,DETECTING,0
67.745,1,0.461,0.078,DETECTING,0
67.782,0,0.000,0.000,IDLE,0
67.818,0,0.000,0.000,IDLE,0
67.854,0,0.000,0.000,IDLE,0
67.890,0,0.000,0.000,IDLE,0
67.928,0,0.000,0.000,IDLE,0
67.963,0,0.000,0.000,IDLE,0
68.001,0,0.000,0.000,IDLE,0
68.039,0,0.000,0.000,IDLE,0
68.075,0,0.000,0.000,IDLE,0
68.110,0,0.000,0.000,IDLE,0
68.152,0,0.000,0.000,IDLE,0
68.188,0,0.000,0.000,IDLE,0
68.224,0,0.000,0.000,IDLE,0
68.262,1,0.459,0.000,DETECTING,0
68.299,0,0.000,0.000,IDLE,0
68.337,1,0.539,0.000,DETECTING,0
68.376,1,0.646,0.038,DETECTING,0
68.414,1,0.664,0.077,DETECTING,0
68.454,1,0.788,0.116,DETECTING,0
68.492,1,0.685,0.155,DETECTING,0
68.531,1,0.685,0.194,DETECTING,0
68.572,1,0.622,0.235,DETECTING,0
68.612,1,0.757,0.274,DETECTING,0
68.650,1,0.600,0.313,DETECTING,0
68.689,1,0.596,0.352,DETECTING,0
68.728,1,0.725,0.391,DETECTING,0
68.767,1,0.662,0.429,DETECTING,0
68.805,1,0.623,0.468,DETECTING,0
68.841,0,0.000,0.000,IDLE,0
68.880,1,0.478,0.000,DETECTING,0
68.916,0,0.000,0.000,IDLE,0
68.954,1,0.578,0.000,DETECTING,0
68.993,0,0.000,0.000,IDLE,0
69.031,1,0.744,0.000,DETECTING,0
69.067,0,0.000,0.000,IDLE,0
69.105,1,0.573,0.000,DETECTING,0
69.142,0,0.000,0.000,IDLE,0
69.178,0,0.000,0.000,IDLE,0
69.216,1,0.644,0.000,DETECTING,0
69.255,1,0.651,0.039,DETECTING,0
69.297,0,0.000,0.000,IDLE,0
69.337,1,0.760,0.000,DETECTING,0
69.376,1,0.573,0.039,DETECTING,0
69.415,1,0.678,0.078,DETECTING,0
69.454,1,0.525,0.117,DETECTING,0
69.492,1,0.522,0.155,DETECTING,0
69.531,1,0.596,0.194,DETECTING,0
69.570,1,0.663,0.233,DETECTING,0
69.607,0,0.000,0.000,IDLE,0
69.645,1,0.568,0.000,DETECTING,0
69.681,0,0.000,0.000,IDLE,0
69.720,1,0.574,0.000,DETECTING,0
69.756,0,0.000,0.000,IDLE,0
69.795,0,0.000,0.000,IDLE,0
69.833,1,0.701,0.000,DETECTING,0
69.878,1,0.791,0.045,DETECTING,0
69.916,0,0.000,0.000,IDLE,0
69.952,0,0.000,0.000,IDLE,0
69.989,0,0.000,0.000,IDLE,0
70.025,0,0.000,0.000,IDLE,0
70.061,0,0.000,0.000,IDLE,0
70.098,0,0.000,0.000,IDLE,0
70.134,0,0.000,0.000,IDLE,0
70.170,0,0.000,0.000,IDLE,0
70.206,0,0.000,0.000,IDLE,0
70.242,0,0.000,0.000,IDLE,0
70.279,0,0.000,0.000,IDLE,0
70.316,0,0.000,0.000,IDLE,0
70.352,0,0.000,0.000,IDLE,0
70.388,0,0.000,0.000,IDLE,0
70.429,0,0.000,0.000,IDLE,0
70.465,0,0.000,0.000,IDLE,0
70.501,0,0.000,0.000,IDLE,0
70.537,0,0.000,0.000,IDLE,0
70.573,0,0.000,0.000,IDLE,0
70.609,0,0.000,0.000,IDLE,0
70.645,0,0.000,0.000,IDLE,0
70.681,0,0.000,0.000,IDLE,0
70.717,0,0.000,0.000,IDLE,0
70.753,0,0.000,0.000,IDLE,0
70.789,0,0.000,0.000,IDLE,0
70.825,0,0.000,0.000,IDLE,0
70.861,0,0.000,0.000,IDLE,0
70.899,0,0.000,0.000,IDLE,0
70.935,0,0.000,0.000,IDLE,0
70.972,0,0.000,0.000,IDLE,0
71.010,0,0.000,0.000,IDLE,0
71.046,0,0.000,0.000,IDLE,0
71.085,0,0.000,0.000,IDLE,0
71.121,0,0.000,0.000,IDLE,0
71.157,0,0.000,0.000,IDLE,0
71.193,0,0.000,0.000,IDLE,0
71.229,0,0.000,0.000,IDLE,0
71.265,0,0.000,0.000,IDLE,0
71.301,0,0.000,0.000,IDLE,0
71.337,0,0.000,0.000,IDLE,0
71.373,0,0.000,0.000,IDLE,0
71.409,0,0.000,0.000,IDLE,0
71.446,0,0.000,0.000,IDLE,0
71.482,0,0.000,0.000,IDLE,0
71.523,0,0.000,0.000,IDLE,0
71.559,0,0.000,0.000,IDLE,0
71.595,0,0.000,0.000,IDLE,0
71.631,0,0.000,0.000,IDLE,0
71.667,0,0.000,0.000,IDLE,0
71.704,0,0.000,0.000,IDLE,0
71.740,0,0.000,0.000,IDLE,0
71.776,0,0.000,0.000,IDLE,0
71.812,0,0.000,0.000,IDLE,0
71.848,0,0.000,0.000,IDLE,0
71.884,0,0.000,0.000,IDLE,0
71.920,0,0.000,0.000,IDLE,0
71.956,0,0.000,0.000,IDLE,0
71.993,0,0.000,0.000,IDLE,0
72.030,0,0.000,0.000,IDLE,0
72.067,0,0.000,0.000,IDLE,0
72.104,0,0.000,0.000,IDLE,0
72.140,0,0.000,0.000,IDLE,0
72.176,0,0.000,0.000,IDLE,0
72.212,0,0.000,0.000,IDLE,0
72.248,0,0.000,0.000,IDLE,0
72.285,0,0.000,0.000,IDLE,0
72.321,0,0.000,0.000,IDLE,0
72.357,0,0.000,0.000,IDLE,0
72.393,0,0.000,0.000,IDLE,0
72.429,0,0.000,0.000,IDLE,0
72.465,0,0.000,0.000,IDLE,0
72.501,0,0.000,0.000,IDLE,0
72.539,0,0.000,0.000,IDLE,0
72.575,0,0.000,0.000,IDLE,0
72.616,0,0.000,0.000,IDLE,0
72.652,0,0.000,0.000,IDLE,0
72.689,0,0.000,0.000,IDLE,0
72.725,0,0.000,0.000,IDLE,0
72.760,0,0.000,0.000,IDLE,0
72.796,0,0.000,0.000,IDLE,0
72.832,0,0.000,0.000,IDLE,0
72.868,0,0.000,0.000,IDLE,0
72.905,0,0.000,0.000,IDLE,0
72.941,0,0.000,0.000,IDLE,0
72.977,0,0.000,0.000,IDLE,0
73.013,0,0.000,0.000,IDLE,0
73.049,0,0.000,0.000,IDLE,0
73.085,0,0.000,0.000,IDLE,0
73.122,0,0.000,0.000,IDLE,0
73.158,0,0.000,0.000,IDLE,0
73.194,0,0.000,0.000,IDLE,0
73.230,0,0.000,0.000,IDLE,0
73.266,0,0.000,0.000,IDLE,0
73.303,0,0.000,0.000,IDLE,0
73.339,0,0.000,0.000,IDLE,0
73.374,0,0.000,0.000,IDLE,0
73.410,0,0.000,0.000,IDLE,0
73.446,0,0.000,0.000,IDLE,0
73.482,0,0.000,0.000,IDLE,0
73.518,0,0.000,0.000,IDLE,0
73.554,0,0.000,0.000,IDLE,0
73.590,0,0.000,0.000,IDLE,0
73.627,0,0.000,0.000,IDLE,0
73.664,0,0.000,0.000,IDLE,0
73.706,0,0.000,0.000,IDLE,0
73.742,0,0.000,0.000,IDLE,0
73.778,0,0.000,0.000,IDLE,0
73.814,0,0.000,0.000,IDLE,0
73.850,0,0.000,0.000,IDLE,0
73.886,0,0.000,0.000,IDLE,0
73.922,0,0.000,0.000,IDLE,0
73.958,0,0.000,0.000,IDLE,0
73.994,0,0.000,0.000,IDLE,0
74.030,0,0.000,0.000,IDLE,0
74.066,0,0.000,0.000,IDLE,0
74.102,0,0.000,0.000,IDLE,0
74.138,0,0.000,0.000,IDLE,0
74.174,0,0.000,0.000,IDLE,0
74.210,0,0.000,0.000,IDLE,0
74.246,0,0.000,0.000,IDLE,0
74.283,0,0.000,0.000,IDLE,0
74.319,0,0.000,0.000,IDLE,0
74.355,0,0.000,0.000,IDLE,0
74.391,0,0.000,0.000,IDLE,0
74.427,0,0.000,0.000,IDLE,0
74.463,0,0.000,0.000,IDLE,0
74.500,0,0.000,0.000,IDLE,0
74.536,0,0.000,0.000,IDLE,0
74.572,0,0.000,0.000,IDLE,0
74.608,0,0.000,0.000,IDLE,0
74.644,0,0.000,0.000,IDLE,0
74.680,0,0.000,0.000,IDLE,0
74.716,0,0.000,0.000,IDLE,0
74.753,0,0.000,0.000,IDLE,0
74.797,0,0.000,0.000,IDLE,0
74.833,0,0.000,0.000,IDLE,0
74.869,0,0.000,0.000,IDLE,0
74.905,0,0.000,0.000,IDLE,0
74.941,0,0.000,0.000,IDLE,0
74.977,0,0.000,0.000,IDLE,0
75.013,0,0.000,0.000,IDLE,0
75.050,0,0.000,0.000,IDLE,0
75.086,0,0.000,0.000,IDLE,0
75.122,0,0.000,0.000,IDLE,0
75.158,0,0.000,0.000,IDLE,0
75.194,0,0.000,0.000,IDLE,0
75.230,0,0.000,0.000,IDLE,0
75.266,0,0.000,0.000,IDLE,0
75.302,0,0.000,0.000,IDLE,0
75.338,0,0.000,0.000,IDLE,0
75.374,0,0.000,0.000,IDLE,0
75.410,0,0.000,0.000,IDLE,0
75.446,0,0.000,0.000,IDLE,0
75.483,0,0.000,0.000,IDLE,0
75.518,0,0.000,0.000,IDLE,0
75.554,0,0.000,0.000,IDLE,0
75.590,0,0.000,0.000,IDLE,0
75.626,0,0.000,0.000,IDLE,0
75.662,0,0.000,0.000,IDLE,0
75.698,0,0.000,0.000,IDLE,0
75.734,0,0.000,0.000,IDLE,0
75.772,0,0.000,0.000,IDLE,0
75.808,0,0.000,0.000,IDLE,0
75.844,0,0.000,0.000,IDLE,0
75.887,0,0.000,0.000,IDLE,0
75.924,0,0.000,0.000,IDLE,0
75.961,0,0.000,0.000,IDLE,0
75.997,0,0.000,0.000,IDLE,0
76.033,0,0.000,0.000,IDLE,0
76.069,0,0.000,0.000,IDLE,0
76.106,0,0.000,0.000,IDLE,0
76.142,0,0.000,0.000,IDLE,0
76.178,0,0.000,0.000,IDLE,0
76.214,0,0.000,0.000,IDLE,0
76.250,0,0.000,0.000,IDLE,0
76.286,0,0.000,0.000,IDLE,0
76.322,0,0.000,0.000,IDLE,0
76.358,0,0.000,0.000,IDLE,0
76.394,0,0.000,0.000,IDLE,0
76.431,0,0.000,0.000,IDLE,0
76.466,0,0.000,0.000,IDLE,0
76.502,0,0.000,0.000,IDLE,0
76.538,0,0.000,0.000,IDLE,0
76.574,0,0.000,0.000,IDLE,0
76.610,0,0.000,0.000,IDLE,0
76.646,0,0.000,0.000,IDLE,0
76.682,0,0.000,0.000,IDLE,0
76.718,0,0.000,0.000,IDLE,0
76.754,0,0.000,0.000,IDLE,0
76.790,0,0.000,0.000,IDLE,0
76.826,0,0.000,0.000,IDLE,0
76.862,0,0.000,0.000,IDLE,0
76.898,0,0.000,0.000,IDLE,0
76.938,0,0.000,0.000,IDLE,0
76.979,0,0.000,0.000,IDLE,0
77.017,0,0.000,0.000,IDLE,0
77.053,0,0.000,0.000,IDLE,0
77.089,0,0.000,0.000,IDLE,0
77.125,0,0.000,0.000,IDLE,0
77.161,0,0.000,0.000,IDLE,0
77.197,0,0.000,0.000,IDLE,0
77.233,0,0.000,0.000,IDLE,0
77.269,0,0.000,0.000,IDLE,0
77.305,0,0.000,0.000,IDLE,0
77.341,0,0.000,0.000,IDLE,0
77.377,0,0.000,0.000,IDLE,0
77.413,0,0.000,0.000,IDLE,0
77.449,0,0.000,0.000,IDLE,0
77.485,0,0.000,0.000,IDLE,0
77.522,0,0.000,0.000,IDLE,0
77.558,0,0.000,0.000,IDLE,0
77.594,0,0.000,0.000,IDLE,0
77.630,0,0.000,0.000,IDLE,0
77.666,0,0.000,0.000,IDLE,0
77.702,0,0.000,0.000,IDLE,0
77.738,0,0.000,0.000,IDLE,0
77.774,0,0.000,0.000,IDLE,0
77.809,0,0.000,0.000,IDLE,0
77.846,0,0.000,0.000,IDLE,0
77.882,0,0.000,0.000,IDLE,0
77.918,0,0.000,0.000,IDLE,0
77.954,0,0.000,0.000,IDLE,0
77.990,0,0.000,0.000,IDLE,0
78.026,0,0.000,0.000,IDLE,0
78.068,0,0.000,0.000,IDLE,0
78.105,0,0.000,0.000,IDLE,0
78.141,0,0.000,0.000,IDLE,0
78.177,0,0.000,0.000,IDLE,0
78.213,0,0.000,0.000,IDLE,0
78.249,0,0.000,0.000,IDLE,0
78.286,0,0.000,0.000,IDLE,0
78.322,0,0.000,0.000,IDLE,0
78.358,0,0.000,0.000,IDLE,0
78.394,0,0.000,0.000,IDLE,0
78.430,0,0.000,0.000,IDLE,0
78.466,0,0.000,0.000,IDLE,0
78.503,0,0.000,0.000,IDLE,0
78.539,0,0.000,0.000,IDLE,0
78.577,1,0.504,0.000,DETECTING,0
78.614,0,0.000,0.000,IDLE,0
78.651,0,0.000,0.000,IDLE,0
78.687,0,0.000,0.000,IDLE,0
78.723,0,0.000,0.000,IDLE,0
78.759,0,0.000,0.000,IDLE,0
78.796,0,0.000,0.000,IDLE,0
78.832,0,0.000,0.000,IDLE,0
78.868,0,0.000,0.000,IDLE,0
78.904,0,0.000,0.000,IDLE,0
78.940,0,0.000,0.000,IDLE,0
78.976,0,0.000,0.000,IDLE,0
79.012,0,0.000,0.000,IDLE,0
79.048,0,0.000,0.000,IDLE,0
79.084,0,0.000,0.000,IDLE,0
79.122,0,0.000,0.000,IDLE,0
79.163,0,0.000,0.000,IDLE,0
79.199,0,0.000,0.000,IDLE,0
79.235,0,0.000,0.000,IDLE,0
79.271,0,0.000,0.000,IDLE,0
79.307,0,0.000,0.000,IDLE,0
79.343,0,0.000,0.000,IDLE,0
79.379,0,0.000,0.000,IDLE,0
79.416,0,0.000,0.000,IDLE,0
79.453,0,0.000,0.000,IDLE,0
79.489,0,0.000,0.000,IDLE,0
79.527,0,0.000,0.000,IDLE,0
79.563,0,0.000,0.000,IDLE,0
79.599,0,0.000,0.000,IDLE,0
79.636,0,0.000,0.000,IDLE,0
79.672,0,0.000,0.000,IDLE,0
79.709,0,0.000,0.000,IDLE,0
79.745,0,0.000,0.000,IDLE,0
79.781,0,0.000,0.000,IDLE,0
79.817,0,0.000,0.000,IDLE,0
79.854,0,0.000,0.000,IDLE,0
79.890,0,0.000,0.000,IDLE,0
79.926,0,0.000,0.000,IDLE,0
79.964,1,0.647,0.000,DETECTING,0
80.001,0,0.000,0.000,IDLE,0
80.037,0,0.000,0.000,IDLE,0
80.075,1,0.527,0.000,DETECTING,0
80.112,0,0.000,0.000,IDLE,0
80.148,0,0.000,0.000,IDLE,0
80.184,0,0.000,0.000,IDLE,0
80.222,1,0.480,0.000,DETECTING,0
80.267,1,0.696,0.044,DETECTING,0
80.306,1,0.793,0.083,DETECTING,0
80.345,1,0.860,0.123,DETECTING,0
80.386,1,0.848,0.163,DETECTING,0
80.425,1,0.893,0.203,DETECTING,0
80.465,1,0.911,0.243,DETECTING,0
80.505,1,0.884,0.282,DETECTING,0
80.547,1,0.857,0.325,DETECTING,0
80.587,1,0.605,0.364,DETECTING,0
80.626,1,0.892,0.404,DETECTING,0
80.666,1,0.866,0.443,DETECTING,0
80.705,1,0.850,0.483,DETECTING,0
80.746,1,0.813,0.523,DETECTING,0
80.784,0,0.000,0.000,IDLE,0
80.822,1,0.580,0.000,DETECTING,0
80.861,1,0.519,0.039,DETECTING,0
80.903,1,0.583,0.080,DETECTING,0
80.944,1,0.665,0.122,DETECTING,0
80.986,1,0.819,0.164,DETECTING,0
